model,horizon,MAE_mean,MAE_std,MAE_ci_lo,MAE_ci_hi,RMSE_mean,RMSE_std,RMSE_ci_lo,RMSE_ci_hi,MAPE_mean,MAPE_std,MAPE_ci_lo,MAPE_ci_hi,R2_mean,R2_std,R2_ci_lo,R2_ci_hi
ARIMA,1,6350.9546464140585,0.0,6350.9546464140585,6350.9546464140585,8787.698033545483,0.0,8787.698033545483,8787.698033545483,114.83426755635944,0.0,114.83426755635944,114.83426755635944,0.9448011852234564,0.0,0.9448011852234564,0.9448011852234564
ARIMA,3,7788.271386617926,0.0,7788.271386617926,7788.271386617926,10438.843622616647,0.0,10438.843622616647,10438.843622616647,92.50985466544532,0.0,92.50985466544532,92.50985466544532,0.931106517848802,0.0,0.931106517848802,0.931106517848802
ARIMA,6,10063.94286775474,0.0,10063.94286775474,10063.94286775474,13919.821843412623,2.033691978340166e-12,13919.821843412623,13919.821843412623,95.77775673418229,0.0,95.77775673418229,95.77775673418229,0.8909850722631056,1.2412670766236366e-16,0.8909850722631056,0.8909850722631056
ARIMA,12,15103.019142492072,0.0,15103.019142492072,15103.019142492072,21022.316849058407,0.0,21022.316849058407,21022.316849058407,67.54631440845206,0.0,67.54631440845206,67.54631440845206,0.7818721845704539,0.0,0.7818721845704539,0.7818721845704539
XGBoost,1,8761.722089092547,118.64816780196465,8679.890410907452,8867.539483173077,12906.387253484008,183.9751165322525,12778.836816298355,13070.645852126094,117.4900645870168,2.0400949157522503,116.02992153027319,119.1536404285836,0.8809143375190516,0.0034159691834268913,0.877766327135127,0.8832047385280543
XGBoost,3,12495.82122270633,76.92032231765707,12443.58237930689,12555.323739232772,16535.778968659448,128.81873394477947,16435.671094090583,16635.886843228313,88.45844854399543,1.0089461824500934,87.89546271271044,89.34209158058259,0.8271203977312511,0.0026931870063338663,0.825027074793368,0.8292137206691346
XGBoost,6,15556.275799404044,17.92992683064707,15542.16050055088,15570.82068747496,20328.87053811627,36.38022340072988,20300.74212373347,20356.998952499067,93.28542381621733,1.299381995302338,92.25472503160829,94.31612260082636,0.767487540327286,0.0008321164063724006,0.7668441236238721,0.7681309570307
XGBoost,12,22319.883376214442,42.070612388973665,22292.095450533354,22356.798534217247,29150.315475251387,71.43999611691022,29086.402333103386,29191.4722896476,69.91611153108909,0.6827338429775811,69.39750394027651,70.5099168561338,0.5805902714569997,0.0020527399707901237,0.579420708085037,0.5825081031390816
